,diarynum,firstName,lastName,info
740,989,Галина,Зайцева," Дочь П.Н. Зайцева, поэта, литературного секретаря и друга А. Белого; мать кинооператора В. П. Абрамова; представитель технической интеллигенции, сотрудник одного из московских НИИ. В годы ведения дневника школьница, позже - студентка."
741,991,Галина,Ларская,"Певица, художница, поэтесса, преподаватель фортепиано, выпускница дирижёрско-хорового отделения Музыкального училища им. Октябрьской революции. Друг [В.И. Поветкина](http://prozhito.org/person/980)."
742,992,Юрий,Латышев,"Школьник, затем - студент. Химик, закончил Уральский госуниверситет имени Горького в 1971 г."
743,993,Ирина,Пескова,В годы ведения дневника (1941-1946) - школьница и учащаяся техникума. 
744,994,Ольга,Измалкова,"Актриса, из дворянского рода Девиер. В 1912-1918 гг . служила в Петербургском Малом театре (театр Суворина). В годы ведения дневника работала в передвижном театре ""Драма и комедия"", в годы войны приехала в г. Череповец, где организовала детский драматический театр при Доме пионеров. [Коллега Ф.А. Грязнова](http://prozhito.org/person/353)."
745,995,Татьяна,Шабалина,"Студентка геологического факультета МГУ, участница студ.экспедиции."
746,996,Мартин,Штеглих,"Обер-лейтенант Вермахта, командир  роты. Дневник вел во время боевых действий на Восточном фронте.
"
747,997,Александра,Толстая,Младшая дочь и секретарь [Л. Н. Толстого](http://prozhito.org/person/191). Основательница и первый руководитель музея в Ясной Поляне и Толстовского фонда.
748,998,Владимир,Маяковский,"Поэт, драматург, киносценарист, кинорежиссёр, киноактёр, художник, редактор журналов «ЛЕФ» («Левый фронт»), «Новый ЛЕФ»."
749,999,Константин,Федин,Писатель. Первый секретарь и председатель правления Союза писателей СССР. 
750,1000,Алексей,Чапыгин,"Прозаик, драматург, сценарист, автор исторических романов."
751,1002,Ирина,Виноградская,"Театровед, автор летописи жизни К.С. Станиславского. В годы ведения дневника - школьница."
752,1004,Петр,Малыгин,"Выпускник Калининского университета. Дневник вел в студенческие годы, проходя археологическую практику на раскопках в Новгороде. "
753,1005,Михаил,Гершензон,"Литературовед, философ, публицист и переводчик."
754,1006,Татьяна,Колина,"Экономист, бухгалтер. Дневник ведет с 1996 года."
755,1007,Петр,Григоренко,"Генерал-майор вооружённых сил СССР, участник диссидентского движения, правозащитник, основатель Украинской Хельсинкской группы, член Московской Хельсинкской группы."
756,1009,Samuel,Pepys,"Samuel Pepys was an administrator of the navy of England and Member of Parliament who is most famous for the diary that he kept for a decade while still a relatively young man. Pepys had no maritime experience, but he rose to be the Chief Secretary to the Admiralty under both King Charles II and King James II through patronage, hard work, and his talent for administration. His influence and reforms at the Admiralty were important in the early professionalisation of the Royal Navy."
757,1010,Борис,Лазаревский,"Писатель-беллетрист, журналист, юрист. Один из представителей русской эмиграции первой волны."
758,1011,Сергей,Трегубов ,"Преподаватель в химическом институте в Иваново. Участник I и II Мировых войн. Играл в самодеятельном театре, сочинял стихи, эпиграммы, читал лекции."
759,1017,Мария,Суслова,"Крестьянка, жительница с. Камгорт Чердынского района Пермского края. Дневник вела в 1981—1995 гг."
760,1018,Николай,Большунов,"Московский школьник (выпуск 1941 г.). Позже - участник войны, младший лейтенант, командир взвода миномётчиков, адъютант батальона. Погиб в боях за Северный Кавказ на подступах к Туапсе."
761,1019,Евгений,Виноходов,"Школьник, ученик 5 класса (1936 год). Житель Нальчика."
762,1020,Николай,Медведев,Учитель сельской школы в Нарымском крае. Участник войны.
763,1022,Сергей,Волков,"Мемуарист, поэт, библиотекарь Московской Духовной Академии."
764,1023,Борис,Вяземский,"Историк и фенолог из рода Вяземских, усманский уездный предводитель дворянства."
765,1027,Владимир,Бастаков,Командир батареи гвардии.
766,1029,Виктор,Гусев,Воевал в составе 6-й роты 3-й московской Коммунистической дивизии.
767,1030,Тамара,Костанашвили,"Историк, участница ВОВ."
768,1031,Петр,Савченко,Адъютант командира 53 Гвардейской стрелковой дивизии генерал-майора Клешнина М.Н.
769,1032,Наталья,Малышева,"Конструктор ракетных двигателей, позже — монахиня. Во время ВОВ — разведчица."
770,1033,Яков,Друскин,"Философ, литератор, математик, искусствовед. Участник содружеств поэтов, писателей и философов «Чинари» и ОБЭРИУ."
771,1035,Юрий,Карякин,"Литературовед, писатель, публицист, общественный деятель. Автор многих работ о творчестве Ф. М. Достоевского."
772,1036,Алексей,Смирнов ,"Комсомолец, сотрудник строительной организации."
773,1038,И.,Амигуд,"Школьник. Позже - студент МФТИ (теоретическая физика). Сейчас кандидат физико-математических наук, научный сотрудник."
774,1040,Елизавета,Козлова,"Орнитолог, путешественница."
775,1043,Василий,Крыжановский,Титулярный советник.
776,1044,Варвара,Кузнецова,"Аспирантка, затем - младший научный сотрудник сектора Этнографии Сибири института этнографии АН СССР, исследователь Крайнего Северо-Востока Азии."
777,1046,Михаил,Лемке,"Историк русской журналистики, цензуры и революционного движения."
778,1047,Людмила,Даянова,Приёмная дочь  Александра Яковлевича и Анны Дмитриевны Акимовых-Перетц.
779,1049,Вонифатий,Ловков,"Крестьянин села Спас-Мякса Щетинской волости Пошехонского уезда Ярославской (Вологодской) губернии, кузнец, купец-«железняк», сельский староста."
780,1050,Николай,Абрамов,Путешественник-мореплаватель.
781,1051,Александр,Поляков,"Писатель, военный корреспондент и политработник."
782,1054, ,С.,"Рядовой 291-й стрелковой дивизии, репрессированный."
783,1057,Михаил,Сидоров,Свидетель блокады Ленинграда.
784,1058,Вера,Соловская,"Сельская учительница, в начале 1940-х гг. была депортирована в Нарымский край."
785,1060,Лидия,Ткаченко,"Участница правозащитного движения в Советском Союзе. Вела дневник вместе с мужем, правозащитником Виктором  Сокирко."
786,1061,Елена,Трубецкая,"Архитектор-реставратор, соавтор многотомного свода «Памятники архитектуры Москвы»."
787,1062,Александр,Тургенев,"Российский государственный деятель, историк; брат Николая Ивановича Тургенева"
788,1064,Илья,Шляпкин,"Филолог, палеограф, историк древнерусского искусства."
789,1065,Иван,Жулидов,"Красноармеец 24-й отдельного лыжного батальона, 110-й стрелковой дивизии."
790,1067,Иван,Шутов,Кандидат исторических наук.
791,1069,Гурий,Ястребов,Директор Артека в 40-е годы.
792,1071,Алексей Михайлович,Романов,Второй русский царь из династии Романовых.
793,1072,Анастасия,Каирова,"Журналистка, актриса театральной труппы в Оренбурге; известна попыткой убийства жены своего любовника, после чего она была помещена в психиатрическую больницу."
794,1073,Александра,Миронова,Учитель истории 10-й средней школы Свердловского района Ленинграда. Свидетель блокады Ленинграда.
795,1075,Алексей,Козловский,Директор завода «Севкабель». Свидетель блокады Ленинграда.
796,1076,Наталия,Иванова,Дворянка.
797,1077,Николай,Голубов,"Курсант, студент Ставропольского гос. пед. училища иностранных языков. Подвергался политическим репрессиям."
798,1078,Астрид,Линдгрен,"Шведская писательница, автор ряда всемирно известных книг для детей."
799,1081,Самуил,Бельский,Польский военный и хроникер Смутного времени в России XVII века.
800,1084,Иван,Ювачёв,"Революционер-народоволец, каторжанин, духовный писатель.
Отец Д. Хармса."
801,1093,Любовь,Мартынова,На момент ведения дневника — гимназистка.
802,1094,Маврикий,Шиллинг,"Директор канцелярии Министерства иностранных дел, секретарь российского посольства в Вене, Париже, Ватикане. "
803,1098,Семён,Самойлович,Архиепископ Угличский; святой РПЦ.
804,1105,Владимир,Локтев,На момент ведения дневника — школьник.
805,1109,Ася,Ценципер,Учитель истории.
806,1110,Евгений,Еремин,"Химик, профессор МГУ. Участвовал в ВОВ."
807,1111,Павел,Ананьин,"Крестьянин д. Красная Сельга (Заонежье), бондарь."
808,1113,Эрих,Голлербах,"Искусствовед, художественный и литературный критик, библиограф и библиофил."
809,1115,Борис,Садовской,"Поэт, прозаик, критик и литературовед Серебряного века."
810,1116,Фёдор,Абрамов,"Писатель, литературовед, публицист. Один из наиболее известных представителей так называемой «деревенской прозы» 1960-1980-х годов."
811,1117,Барух,Айнбиндер,"Подавший на выезд еврей, ""превентивно"" посаженный на 15 суток."
812,1123,Прокопий,Аншуков,Учитель и директор школы в с. Коровий Ручей. Участник ВОВ.
813,1126,Асланби,Ахохов,"Советский партийный и государственный деятель, участник ВОВ."
814,1132,Галина,Бениславская,"Журналистка, литературный работник, друг и литературный секретарь Сергея Есенина. Автор воспоминаний о Есенине."
815,1137,Татьяна,Великотная,"Учительница, свидетельница блокады Ленинграда. Сестра [В. Берхман](http://prozhito.org/person/1479)."
816,1138,Лидия,Заболотская,"Школьный инспектор, свидетель блокады Ленинграда."
817,1144,Мария,Сперанская,"Медсестра во Владивостоке в годы Русско-Японской войны, после - монахиня. В годы советской власти - акушерка."
818,1147,Юрий,Верховский,"Поэт, переводчик, историк литературы; член немногочисленной группы «классического символизма». "
819,1150,Александр,Вишневский,"Хирург, учёный, доктор медицинских наук, профессор, главный хирург Министерства обороны СССР, генерал-полковник медицинской службы."
820,1155,Рашель,Хин-Гольдовская,Писательница и драматург.
821,1168,Василий,Ермоленко,"Журналист. На момент написания дневника: сержант, участник ВОВ."
822,1170,Алексей,Крайский,Поэт; свидетель блокады Ленинграда. Супруг [Е.П. Крайской](http://prozhito.org/person/1161).
823,1171,Елизавета,Крайская,На момент написания дневника — начальник звеньев групп самозащиты жилых домов блокадного Ленинграда. Супруга [А.П. Крайского](http://prozhito.org/person/1160).
824,1172, ,Аноним,На момент написания дневника — работала в госпитале в блокадном Ленинграде.
825,1173, ,Аноним,Учитель математики. Свидетель блокады Ленинграда.
826,1174,Мария,Васильева,Музыкант. На момент написания дневника — медсестра в больнице в блокадном Ленинграде.
827,1175,Екатерина,Боронина,"Детская писательница, свидетель блокады Ленинграда."
828,1176,Изабелла,Гриневская,"Поэт, прозаик, переводчик; свидетель блокады Ленинграда."
829,1177,Иван,Кратт,Писатель и военный корреспондент; свидетель блокады Ленинграда.
830,1178,Сергей,Ганкевич,Художник; свидетель блокады Ленинграда.
831,1179,Иван,Мальяревский,Учитель географии; свидетель блокады Ленинграда.
832,1180,Евгения,Рыбина,На момент написания дневника — школьница в блокадном Ленинграде.
833,1181,Анна,Жданова,В годы Первой мировой войны — сестра милосердия. 
834,1184,Борис,Зайцев,"Писатель и переводчик, одна из последних крупных фигур Серебряного века."
835,1206,Александр,Кошурников,"Учёный, инженер, изыскатель. Занимался трассированием и проектированием железных дорог в сибирской тайге."
836,1221,Василий,Чижов,Медик. Дневник вел в 1914-1919 гг.
837,1223, ,Катя и Маруся,"Сестры, гимназистки. Жительницы Санкт-Петербурга. Общий дневник вели в 1907 г. "
838,1226,Илья,Овчинников,"Ученик гимназии №1567, после - студент исторического факультета МГУ, аспирант ИРИ РАН. Сейчас музыкальный критик, член Экспертного совета Московской филармонии, автор трех книг. Дневник ведет с 1989 года."
839,1229, ,Аноним,"Старший лейтенант, участник Второй мировой войны. "
840,1242,Сергей,Мельгунов,"Историк и политический деятель, участник антибольшевистской борьбы после Октябрьской революции. Супруг [П.Е. Степановой](http://prozhito.org/person/518)"
841,1245,Михаил,Бардыгин,"Фабрикант, общественный деятель и меценат, член совета Московского купеческого банка, выборный московского Биржевого комитета, член правления Российского взаимного страхового союза, один из учредителей Московского банка. Депутат III Государственной думы от Рязанской губернии, член фракции прогрессистов."
842,1246,Олег,Орлов,"Биолог, участник правозащитного движения в постсоветской России, председатель совета правозащитного центра «Мемориал». Дневник вел в июне 1995 года, когда добровольно заменил собой группу заложников в Будённовске.  "
843,1247,Андрей,Монастырский,"Поэт и писатель, художник, теоретик искусства. Один из родоначальников московского концептуализма."
844,1253,Нуне,Барсегян,"Писательница, психолог, публицист."
845,1255, ,Аноним,Девичий дневник (предположительно - школьницы).
846,1256,Марина,Гагарина,"Урожденная графиня Бобринская, жена князя Н.С. Гагарина. "
847,1258,Катарина,Венцль,"Учёный-славист, переводчик."
848,1259,Мария,Кузнецова,Свидетельница немецкой оккупации Старой Руссы. Погибла в советском лагере от пеллагры.
849,1260,Николай,Оболенский,Литератор и общественный деятель русского зарубежья.
850,1262,Валентин,Курбатов,"Литературный критик, литературовед, прозаик."
851,1263,Адольфо,Биой Касарес,Аргентинский писатель.
852,1265,Василий,Немирович-Данченко,"Писатель, путешественник и журналист, старший брат известного театрального деятеля Владимира Ивановича Немировича-Данченко."
853,1268,Дарья,Костенко,Журналист.
854,1269,Ирина,Морозова,Медсестра во время ВОВ.
855,1271,Людмила,Татьяничева,Поэтесса. На момент ведения дневника — школьница.
856,1273,Евгений,Арбенев,"Художник, дизайнер, член Союза дизайнеров РФ, редактор журнала “Голос”."
857,1274,Мария,Шлёнская,На момент написания дневника  — студентка.
858,1275,Эдвард,Лир,"Английский художник и поэт, один из основоположников «поэзии бессмыслицы», автор многочисленных популярных абсурдистских лимериков."
859,1280,,Тулюлюк,"Инженер-связист, начальник радиоузла в ДКА города Омск. Дневник вел в воды войны и в нач.1950-х годов. "
860,1281,Владимир,Меньшов,"Москвич, инженер в Московском Губсовдепе, ГЭТ, затем на Электрозаводе, после в Главмашстрое."
861,1284,Мордехай,Рихлер,"Канадский писатель, сценарист и публицист."
862,1285,Нина,Гаген-Торн,"Этнограф, историк, фольклорист, писатель-мемуарист и поэтесса."
863,1287,Семён,Бадусев,Крестьянин.
864,1289,Георгий,Орлов,Участник Первой мировой и гражданской войн.
865,1293,А.,Берзин ,Комиссар народной охраны Первого Чукотского ревкома. Расстрелян белогвардейцами в феврале 1920 г.
866,1294,Узакбай,Абдукаимов,"Киргизский советский писатель, поэт. Один из первых профессиональных переводчиков в киргизской литературе."
867,1295,Лидия,Барлас,"Научный работник, лингвист. Жена [В. Борщева](http://prozhito.org/person/623). В годы ведения дневника - школьница."
868,1296,Лев,Дмитриев,"Учёный-литературовед, исследователь древнерусской литературы. "
869,1299,Вадим,Шефнер,"Поэт и прозаик, фантаст."
870,1308,Дмитрий,Писарев,"Публицист и литературный критик, революционный демократ."
871,1315,Венедикт,Ерофеев,"Писатель, автор поэмы «Москва — Петушки»."
872,1318,Витаутас,Кубилюс,"Литовский литературный критик, литературовед."
873,1319,Игорь,Холодяков,Учитель русского языка и литературы.
874,1321,Ольга,Гильдебрандт-Арбенина,"Актриса, художник. "
875,1322,Лев,Маргулис,"Скрипач, мемуарист, драматург."
876,1323,Льюис,Кэрролл,"Английский писатель, математик, логик, философ, диакон и фотограф. Наиболее известные произведения — «Алиса в Стране чудес» и «Алиса в Зазеркалье», а также юмористическая поэма «Охота на Снарка»."
877,1326,Нина,Горланова,"Писательница, художник."
878,1328,Алексис де,Токвиль,"Французский политический деятель, лидер консервативной Партии порядка, министр иностранных дел Франции."
879,1329,Григорий,Ярошенко,Фотограф.
880,1343,Наталия,Паульсен,Художник. Во время ведения дневника — вместе с семьей была депортирована в Сибирь.
881,1355,Николай,Пунин,"Историк искусства, художественный критик."
882,1365,Николай,Рощин,Писатель-прозаик.
883,1386,Владимир,Теляковский,"Театральный деятель, администратор, мемуарист. Последний директор Императорских театров (1901—1917)."
884,1393,Фёдор,Фидлер,"Переводчик (в основном, русской поэзии на немецкий язык), педагог и собиратель частного «литературного музея», посвященного литераторам России и Германии."
885,1394,Леонид,Николаев,"Безработный, чен ВКП(б). Убийца руководителя Ленинградской парторганизации ВКП(б) С.М. Кирова."
886,1395,Эльвира,Филипович,"Биолог, кандидат наук, журналист. В настоящее время живет в Чехии."
887,1412,Владимир,Солодников,"Учащийся Авиационного техникума в Перми, слесарь-ремонтник. "
888,1421,Ариадна,Эфрон,"Переводчица, мемуарист, художница, искусствовед, поэтесса; дочь Сергея Эфрона и [Марины Цветаевой](http://prozhito.org/person/1388)."
889,1424,Мария,Машкова,"Библиограф, книговед, историк библиографии, работник Публичной библиотеки в Санкт-Петербурге."
890,1425,Ирина,Краузе,Аспирантка Московского педагогического института иностранных языков. 
891,1426,Вадим,Черных,"Исследователь творчества и биографии Ахматовой. В 1948 закончил Историко-архивный институт. Работал в Главархиве, с 1963 по 1972 был заместителем директора ЦГАЛИ. С 1972 года — ученый секретарь Археографической комиссии Академии наук."
892,1428,Лев,Ходорков,Главный инженер 8-й (Дубровской) ГЭС. Свидетель блокады Ленинграда.
893,1429,Израиль,Назимов,Врач. В 1941-1942 гг. - заведующий райздравотделом Кировского района Ленинграда и завотделом внебольничной помощи Ленгорздравотдела. Свидетель блокады.
894,1430,Владимир,Ге,Финансист. Во время ВОВ — лектор Политотдела 42-й армии Ленфронта. Свидетель блокады Ленинграда. Правнук художника Николая Ге. 
895,1432,Владимир,Кузнецов,"Гидробиолог. Основатель  и первый научный сотрудник Мурманской биологической станции АН СССР. Во время войны — адъютант коменданта Ленинграда. 

Муж [Татьяны Матвеевой.](http://prozhito.org/person/2794)"
896,1433,Константин,Мосолов,"Преподаватель ремесленного училища № 1 при Адмиралтейском заводе. Свидетель блокады Ленинграда.
Вёл дневник вместе со своим сыном Костей."
897,1434,Леонид,Ситко,"Поэт, переводчик, правозащитник. Дневники вел, находясь в Степлаге."
898,1437,Геннадий,Кондратьев,Оперный певец (баритон) и режиссёр.
899,1439,Татьяна,Коробьина,Заслуженная  учительница РСФСР.
900,1447,Юрий,Крушинский,Военный советник во время Афганской войны.
901,1451,Николай,Черенин,"Книготорговец, лишенец."
902,1452,Борис,Руднев,Директор Лебединского историко-краеведческого музея.
903,1461,Яков,Пронин,"Крестьянин, ученик второго класса церковно-приходской школы. "
904,1462,Христина,Кроткова,"Поэт, прозаик «первой волны» русской эмиграции."
905,1463,Александр,Афиногенов,Драматург. 
906,1467,Татьяна,Атабек,Военный фельдшер.
907,1470,Михаил,Елабужский,Протоиерей. Последний настоятель Свято-Никольской церкви с. Вавож.
908,1491,Евдокия,Урусова,Графиня. Во время сталинских репрессий находилась в ссылке.
909,1494,Анна,Кальманок,"Детская писательница, работала корреспондентом в газетах «Правда», «Известия», «Гудок» и др. "
910,1496,Вера,Штейн,Художница и скульптор.
911,1499,Пётр,Сагайдачный,Школьник; во время войны — разведчик.
912,1503,Элен,Берр,"Французская еврейка, которая вела дневник во время фашистской оккупации Франции. Во Франции она считается «французской [Анной Франк](http://prozhito.org/person/1491)»."
913,1510,Фаина,Сонкина,"Выпускница филфака Ленинградского университета. Преподаватель, сотрудник Всесоюзной Книжной палаты. Подруга Ю. Лотмана."
914,1514,Этти,Хиллесум,"Молодая нидерландка, оставившая дневник, который вела в годы Второй мировой войны."
915,1521,Готфрид,Леске,Нацистский летчик.
916,1527,И.,Петраков,Во время ведения дневника  — сотрудник УНКВД.
917,1528,Фаина,Прусова,Врач в женском отделении ленинградской больницы. Свидетельница блокады Ленинграда.
918,1529,Владимир,Борсоев,"Полковник, участник ВОВ."
919,1531,Константин,Волович,Командир 5-го партизанского полка во время ВОВ.
920,1533,Эрик,Воген,"Новержец, участник Второй мировой войны."
921,1534,Н.,Попов,Начальник смены фронтового молодёжного цеха содового завода (Березники).
922,1535,Анатолий,Грачёв,"Старший сержант, артиллерист."
923,1536,Галина,Докутович,"Летчица, участница Великой Отечественной войны, штурман 46-го гвардейского легкобомбардировочного ночного авиационного полка, младший лейтенант."
924,1538,Виталий,Севастьянов,Лётчик-космонавт.
925,1539,Леонид,Галько,"С сентября 1941 г — инструктор по информации парткома Кировского завода.
"
926,1540,Анна,Лихачева,"В 1942 г. — врач амбулатории фабрики «Красное знамя».
"
927,1543,Нина,Покровская,"Юрист и экономист в учреждениях
и на предприятиях Самарканда, Москвы, Тулы, Магнитогорска, Днепродзержинска. Во время войны сотрудник детского интерната.
В 1949 г. уходит со службы, чтобы заняться литературным трудом. Работает библиотекарем Московского парткабинета, а с 1952 г.  заведующей отделом писем журнала «Крокодил»."
928,1544,Александр,Казначеев,Кинооператор.
929,1545,Анатолий,Тарасенков,"Литературовед, литературный критик, поэт, библиофил, собравший большую коллекцию русской поэзии первой половины XX века. "
930,1546,Сергей,Бондарин,Прозаик и поэт.
931,1547,Леонид,Соболев,Писатель.
932,1548,Василий,Гроссман,"Писатель и журналист, военный корреспондент."
933,1549,Елена,Вечтомова,"Поэтесса и прозаик, журналист."
934,1550,Павел,Бляхин,"Активный участник революционного движения и Гражданской войны в России, советский партийно-государственный деятель, писатель, сценарист и журналист."
935,1552,Василий,Субботин,Писатель.
936,1555,Василий,Градусов,"Политработник, редактор ряда газет. Инструктор сектора печати Ленинградского обкома партии.  В момент ведения дневника - редактор газеты ""Красная Карелия""."
937,1557,Дина,Шварц,Театровед. Мать [Елены Шварц](http://prozhito.org/person/394).
938,1562,Григорий,Майдачевский,Во время ведения дневника — участник Первой мировой войны
939,1565,Мария,Казем-Бек,"Педагог, начальница Института благородных девиц в Казани и Санкт-Петербурге."
940,1567,Матильда,Кшесинская,"Артистка балета и педагог польского происхождения, прима-балерина Мариинского театра, заслуженная артистка Его Величества Императорских театров."
941,1568,Борис,Страхов,Во время Второй мировой войны — офицер. После войны — директор Понькинской основной школы.
942,1569,Алиса,Порет,"Художница, ученица К. С. Петрова-Водкина и П. Н. Филонова. Живописец, график, художник книги."
943,1572,Константин,Ливанов,Доктор.
944,1573,Владимир,Шокорев,Театральный режиссер. Супруг [Л.Д. Шокоревой](http://prozhito.org/person/1564).
945,1574,Людмила,Розенберг,"Педагог, кандидат искусствоведения. Жена [В.И. Шокорева](http://prozhito.org/person/1563)."
946,1576,Юлия,Рейтлингер,"Иконописец, монахиня."
947,1577,Сергей,Каблуков,"Религиозный и общественный деятель, связанный, главным образом, с Религиозно-философским обществом в Петербурге."
948,1579,Павел,Демахин,"Участник войны, старший лейтенант, артиллерист. После войны - архивист."
949,1580,Адольф (Доля),Павленко,"Поэт, участник ВОВ."
950,1584,Леонид,Гарфельд,"Актер и режиссер Московского театра драмы и комедии (на Таганке). На момент ведения дневника — руководитель театральной труппы ""Весёлый десант""."
951,1585,Л.,Комарова,Актриса.
952,1589,Леонид,Портов,"Композитор, сотрудник Ленинградского радиокомитета."
953,1590,Александр,Соловьев,"Художник, возглавлял кафедру рисунка в МГПИ им. В. П. Потемкина, МГХИ им. В. И. Сурикова."
954,1592,Константа,Городецкая,Военфельдшер.
955,1594,Д.,Сидоренко,"Майор в отставке, участник ВОВ."
956,1595,Ф.,Скрипаль,"Майор в отставке, участник ВОВ."
957,1596,Александр,Антонов,Большевик.
958,1600,Михаил,Винокуров,"Окончив духовную семинарию, служил священником, затем заведовал Якутской городской библиотекой. Член партии социалистов-революционеров, во время ведения дневника (1919) — арестант. После эмиграции в США (1919) известен как библиофил и библиограф русской литературы."
959,1601,Константин,Сомов,"Живописец и график, мастер портрета и пейзажа, иллюстратор, один из основателей общества «Мир искусства» и одноименного журнала. "
960,1602,Анатолий,Забелин,"Физик, изобрататель. С 1938 по 1942 гг. работал в ЛИТМО в качестве преподавателя, заместителя декана и декана факультета, помощника директора по научно-исследовательской работе. Во время войны - начальник сборочного цеха и главный инженер военно-ремонтной базы ЛИТМО, а затем инженер-исследователь на заводе № 69 в Новосибирске."
961,1603,Александра,Голубева,Работница фабрики. Самоубийца.
962,1611,Евдокия,Карабанова,Жительница г. Муром.
963,1612,Дмитрий,Михайлов,На момент ведения дневника — старшеклассник.
964,1613,Алексей,Соболев,Биолог. Во время ведения дневника — школьник.
965,1614,Ольга,Сухова,Филолог. Главный специалист научно-информационного отдела Муромского историко-художественного музея. Во время ведения дневника — школьница.
966,1615,Иван,Мяздриков,"Муромский краевед, естесствоиспытатель; городской голова Мурома (1907—1916)."
967,1616,Михаил,Антонов,Муромский мещанин.
968,1618,Татьяна,Сёмикова,Во время ведения дневника — школьница.
969,1619,Пётр,Целебровский,"Художник-пейзажист, бытописатель."
970,1620,Раиса,Ей,"Музыкант, преподаватель фортепиано в музыкальной школе."
971,1624,Елена,Топалова,Дочь крымского дворянина С.М. Топалова и племянница жены Айвазовского  - Анны Никитичны (Мкртичевны) Саркисовой-Бурназян.
972,1625,А.,Наумов,"Пенсионер, свидетель блокады  Ленинграда."
973,1626,Эльдар,Рязанов,"Кинорежиссёр, сценарист, актёр, поэт, драматург, педагог, профессор, народный артист СССР."
974,1631,Сергей,Гутиев,"Альпинист, фотограф."
975,1632,Фёдор,Конюхов,"Путешественник, писатель, художник. "
976,1633,Евгений,Кобяков,Инженер. Во время ведения дневника — казанский школьник.
977,1634,Марина,Борисенко,"Член Партии возрождения; участник обороны ""Белого дома"" в Москве в конце сентября - начале октября 1993 года."
978,1636,Ольга,Долгова,Во время ведения дневника — ученица Вятской женской гимназии.
979,1637,Анастасия,Спасская,Биолог. Во время ведения дневника — ученица Уржумской женской гимназии.
980,1638,Дмитрий,Язов,"Политический деятель, военачальник. Входил в состав ГКЧП."
981,1639,Константин,Измайлов ,"Столяр и стекольщик, волостной организатор Смоленской ячейки комсомола. С кон. 1920-х - счетовод в селе Смоленское Смоленской волости Бийского уезда. Пропал без вести в марте 1942 года под Ленинградом."
982,1640,Владимир,Пименов,"Учёный-этнолог, профессор МГУ, специалист по финно-угорским народам."
983,1643,Николай,Вержбицкий,"Журналист, писатель-мемуарист. "
984,1645,Юрий,Букин,"Гимназист, житель г. Мелекесс (Димитровград), свидетель Гражданской войны. Поже - кандидат технических наук, сотрудник НИКФИ."
985,1649,Лидия,Шиленок ,Свидетельница блокады Ленинграда.
986,1650,Людмила,Шаховская,"Княжна, писательница, автор многочисленных исторических романов."
